task_id,difficulty,seed,condition,score,passed,simulator_score,human_score,predicted_failure,annotator_a_failure,annotator_b_failure
task_10,8,7,hint_ladder,98.51,1,94.43,96.086,0,0,0
task_10,8,7,reflective,87.649,1,96.797,85.44,0,0,1
task_11,56.36,0,no_tutor,58.466,0,54.473,62.326,1,0,0
task_11,56.36,0,socratic,67.131,1,67.006,64.317,0,0,0
task_11,56.36,0,worked_example,58.911,0,67.772,57.933,0,1,1
task_11,56.36,0,hint_ladder,50.632,0,57.312,52.924,1,1,1
task_11,56.36,0,reflective,60.385,1,41.087,65.214,1,0,0
task_11,56.36,1,no_tutor,53.079,0,42.599,55.725,1,1,1
task_11,56.36,1,socratic,66.643,1,55.049,62.087,1,0,0
task_11,56.36,1,worked_example,65.608,1,63.028,62.092,0,0,0
task_11,56.36,1,hint_ladder,60.439,1,47.241,58.756,1,0,0
task_11,56.36,1,reflective,66.207,1,68.593,76.542,0,0,0
task_11,56.36,2,no_tutor,54.799,0,47.847,60.108,1,0,1
task_11,56.36,2,socratic,64.135,1,57.203,65.528,1,0,0
task_11,56.36,2,worked_example,52.333,0,65.09,50.616,0,1,1
task_11,56.36,2,hint_ladder,43.391,0,61.422,45.393,0,1,1
task_11,56.36,2,reflective,59.097,0,65.618,61.691,0,0,0
task_11,56.36,3,no_tutor,42.305,0,54.961,42.707,1,1,0
task_11,56.36,3,socratic,65.267,1,52.207,60.217,1,0,0
task_11,56.36,3,worked_example,49.188,0,44.45,46.748,1,1,1
task_11,56.36,3,hint_ladder,50.495,0,58.067,50.855,0,1,1
task_11,56.36,3,reflective,61.729,1,54.769,56.229,1,0,1
task_11,56.36,4,no_tutor,42.766,0,36.37,38.287,1,1,1
task_11,56.36,4,socratic,61.493,1,61.815,66.143,0,0,0
task_11,56.36,4,worked_example,53.014,0,61.03,52.553,0,1,1
task_11,56.36,4,hint_ladder,45.905,0,53.304,45.717,1,1,1
task_11,56.36,4,reflective,52.438,0,48.817,51.135,1,1,1
task_11,56.36,5,no_tutor,48.214,0,53.254,52.43,1,1,0
task_11,56.36,5,socratic,57.277,0,71.283,58.865,0,1,1
task_11,56.36,5,worked_example,52.73,0,61.792,60.147,0,0,0
task_11,56.36,5,hint_ladder,53.503,0,61.914,55.743,0,1,1
task_11,56.36,5,reflective,59.314,0,58.224,59.843,0,1,1
task_11,56.36,6,no_tutor,39.553,0,43.925,35.172,1,1,1
task_11,56.36,6,socratic,65.592,1,68.086,62.13,0,0,0
task_11,56.36,6,worked_example,54.668,0,46.961,56.527,1,1,1
task_11,56.36,6,hint_ladder,39.086,0,36.326,39.355,1,1,1
task_11,56.36,6,reflective,61.088,1,47.701,60.987,1,0,0
task_11,56.36,7,no_tutor,47.596,0,39.077,42.364,1,1,0
task_11,56.36,7,socratic,71.375,1,57.871,72.188,1,0,1
task_11,56.36,7,worked_example,52.646,0,65.671,58.856,0,1,1
task_11,56.36,7,hint_ladder,52.525,0,49.794,58.97,1,1,0
task_11,56.36,7,reflective,51.5,0,40.24,50.575,1,1,1
task_12,39.942,0,no_tutor,52.642,0,48.073,51.445,1,1,1
task_12,39.942,0,socratic,64.133,1,62.169,68.778,0,0,0
task_12,39.942,0,worked_example,58.987,0,40.119,54.81,1,1,1
task_12,39.942,0,hint_ladder,60.278,1,63.159,62.179,0,1,0
task_12,39.942,0,reflective,55.836,0,51.601,56.415,1,0,1
task_12,39.942,1,no_tutor,47.124,0,31.308,50.148,1,1,1
task_12,39.942,1,socratic,60.28,1,54.597,60.062,1,0,0
task_12,39.942,1,worked_example,57.189,0,70.454,58.185,0,1,1
task_12,39.942,1,hint_ladder,62.969,1,58.654,67.772,0,0,0
task_12,39.942,1,reflective,53.51,0,36.145,51.574,1,1,1
task_12,39.942,2,no_tutor,47.447,0,49.634,40.472,1,1,1
task_12,39.942,2,socratic,50.898,0,35.465,42.276,1,1,1
task_12,39.942,2,worked_example,50.891,0,51.158,53.77,1,1,0
task_12,39.942,2,hint_ladder,48.147,0,51.563,50.067,1,1,1
task_12,39.942,2,reflective,41.589,0,46.504,45.153,1,1,1
task_12,39.942,3,no_tutor,46.76,0,48.023,46.648,1,1,0
task_12,39.942,3,socratic,64.356,1,59.761,63.513,0,0,0
task_12,39.942,3,worked_example,60.822,1,53.347,67.603,1,0,0
task_12,39.942,3,hint_ladder,53.188,0,57.719,51.172,1,0,1
task_12,39.942,3,reflective,54.988,0,53.765,51.57,1,1,1
task_12,39.942,4,no_tutor,47.303,0,60.545,52.091,0,1,1
task_12,39.942,4,socratic,68.421,1,74.362,72.571,0,0,0
task_12,39.942,4,worked_example,59.457,0,59.92,53.773,0,1,1
task_12,39.942,4,hint_ladder,65.05,1,59.657,66.127,0,0,0
task_12,39.942,4,reflective,54.463,0,46.605,49.227,1,1,1
task_12,39.942,5,no_tutor,46.089,0,57.424,42.727,1,1,1
task_12,39.942,5,socratic,55.526,0,46.809,52.899,1,1,1
task_12,39.942,5,worked_example,48.999,0,56.766,51.467,1,1,1
task_12,39.942,5,hint_ladder,49.144,0,47.636,51.1,1,0,1
task_12,39.942,5,reflective,49.898,0,56.757,56.611,1,1,1
task_12,39.942,6,no_tutor,52.692,0,41.637,52.228,1,1,1
task_12,39.942,6,socratic,51.89,0,50.763,49.557,1,1,1
task_12,39.942,6,worked_example,44.546,0,44.943,35.499,1,0,1
task_12,39.942,6,hint_ladder,58.751,0,57.772,59.87,1,1,1
task_12,39.942,6,reflective,46.559,0,65.34,48.149,0,1,1
task_12,39.942,7,no_tutor,46.829,0,44.453,44.696,1,1,1
task_12,39.942,7,socratic,54.29,0,46.021,51.732,1,1,1
task_12,39.942,7,worked_example,56.961,0,61.261,57.803,0,1,1
task_12,39.942,7,hint_ladder,59.444,0,64.817,63.199,0,0,0
task_12,39.942,7,reflective,50.665,0,45.506,52.393,1,1,1
task_13,85.305,0,no_tutor,27.095,0,17.848,21.396,1,1,0
task_13,85.305,0,socratic,37.306,0,42.692,40.967,1,1,1
task_13,85.305,0,worked_example,31.94,0,33.97,31.565,1,0,1
task_13,85.305,0,hint_ladder,33.258,0,29.514,38.199,1,1,1
task_13,85.305,0,reflective,12.848,0,14.894,11.821,1,1,0
task_13,85.305,1,no_tutor,23.762,0,16.983,19.887,1,1,1
task_13,85.305,1,socratic,39.576,0,24.106,41.056,1,1,1
task_13,85.305,1,worked_example,38.415,0,16.334,33.389,1,1,1
task_13,85.305,1,hint_ladder,37.889,0,28.718,36.02,1,1,0
task_13,85.305,1,reflective,26.383,0,6.047,21.432,1,1,1
task_13,85.305,2,no_tutor,28.761,0,38.839,40.781,1,1,0
task_13,85.305,2,socratic,35.188,0,66.307,44.353,0,1,0
task_13,85.305,2,worked_example,34.853,0,24.092,38.967,1,1,1
task_13,85.305,2,hint_ladder,43.209,0,2.888,39.164,1,1,1
task_13,85.305,2,reflective,14.282,0,20.994,12.744,1,1,1
task_13,85.305,3,no_tutor,25.335,0,18.352,29.975,1,1,0
task_13,85.305,3,socratic,32.623,0,5.374,22.416,1,1,1
task_13,85.305,3,worked_example,31.082,0,12.776,29.604,1,1,1
task_13,85.305,3,hint_ladder,38.536,0,28.955,41.438,1,1,1
task_13,85.305,3,reflective,24.649,0,14.399,31.133,1,1,0
task_13,85.305,4,no_tutor,28.762,0,23.542,26.583,1,1,1
task_13,85.305,4,socratic,37.713,0,46.215,38.263,1,1,1
task_13,85.305,4,worked_example,32.842,0,30.256,31.082,1,1,1
task_13,85.305,4,hint_ladder,27.232,0,20.541,21.098,1,1,1
task_13,85.305,4,reflective,37.733,0,36.285,34.843,1,1,0
task_13,85.305,5,no_tutor,21.756,0,17.998,22.177,1,1,1
task_13,85.305,5,socratic,39.065,0,20.602,42.026,1,1,1
task_13,85.305,5,worked_example,31.86,0,36.744,27.544,1,1,1
task_13,85.305,5,hint_ladder,30.715,0,42.16,40.192,1,1,1
task_13,85.305,5,reflective,28.455,0,33.88,26.036,1,1,1
task_13,85.305,6,no_tutor,26.366,0,25.847,25.354,1,1,0
task_13,85.305,6,socratic,28.954,0,10.862,29.949,1,1,1
task_13,85.305,6,worked_example,33.921,0,29.696,28.117,1,1,1
task_13,85.305,6,hint_ladder,39.836,0,36.837,32.368,1,1,1
task_13,85.305,6,reflective,17.935,0,41.167,21.076,1,1,1
task_13,85.305,7,no_tutor,14.325,0,4.01,7.689,1,1,1
task_13,85.305,7,socratic,29.114,0,34.175,30.478,1,1,0
task_13,85.305,7,worked_example,32.411,0,29.607,34.582,1,1,1
task_13,85.305,7,hint_ladder,27.313,0,12.303,22.3,1,1,1
task_13,85.305,7,reflective,18.04,0,0.423,15.065,1,1,1
task_14,41.889,0,no_tutor,68.209,1,52.298,61.992,1,0,0
task_14,41.889,0,socratic,68.678,1,71.359,67.789,0,0,0
task_14,41.889,0,worked_example,72.288,1,64.293,75.299,0,0,1
task_14,41.889,0,hint_ladder,82.273,1,60.342,80.917,0,1,0
task_14,41.889,0,reflective,65.47,1,57.823,63.273,1,0,0
task_14,41.889,1,no_tutor,60.691,1,61.227,63.277,0,0,0
task_14,41.889,1,socratic,62.917,1,56.14,59.756,1,1,1
task_14,41.889,1,worked_example,64.019,1,67.106,66.949,0,0,0
task_14,41.889,1,hint_ladder,72.068,1,58.44,77.53,0,0,0
task_14,41.889,1,reflective,65.238,1,79.235,65.822,0,0,0
task_14,41.889,2,no_tutor,70.327,1,72.217,68.126,0,0,0
task_14,41.889,2,socratic,61.027,1,70.144,58.809,0,1,1
task_14,41.889,2,worked_example,62.205,1,72.007,54.898,0,1,1
task_14,41.889,2,hint_ladder,73.418,1,60.849,72.876,0,0,0
task_14,41.889,2,reflective,68.841,1,62.977,69.048,0,0,0
task_14,41.889,3,no_tutor,60.469,1,66.239,60.734,0,0,0
task_14,41.889,3,socratic,57.941,0,63.964,60.705,0,0,1
task_14,41.889,3,worked_example,58.61,0,53.543,64.909,1,0,0
task_14,41.889,3,hint_ladder,74.975,1,66.291,73.454,0,0,0
task_14,41.889,3,reflective,69.249,1,64.142,74.339,0,0,0
task_14,41.889,4,no_tutor,61.217,1,77.89,72.579,0,0,0
task_14,41.889,4,socratic,68.079,1,65.004,67.495,0,0,0
task_14,41.889,4,worked_example,70.257,1,58.68,62.323,0,0,1
task_14,41.889,4,hint_ladder,70.201,1,72.151,68.798,0,0,0
task_14,41.889,4,reflective,68.777,1,56.928,71.071,1,0,0
task_14,41.889,5,no_tutor,62.444,1,88.243,67.756,0,0,0
task_14,41.889,5,socratic,59.724,0,51.782,55.637,1,1,1
task_14,41.889,5,worked_example,64.25,1,82.621,65.72,0,0,0
task_14,41.889,5,hint_ladder,76.406,1,66.647,77.31,0,0,0
task_14,41.889,5,reflective,63.053,1,64.114,61.827,0,0,0
task_14,41.889,6,no_tutor,62.965,1,50.555,63.466,1,0,0
task_14,41.889,6,socratic,72.195,1,55.329,70.449,1,0,1
task_14,41.889,6,worked_example,61.178,1,47.033,60.285,1,1,0
task_14,41.889,6,hint_ladder,75.4,1,59.672,67.61,0,0,0
task_14,41.889,6,reflective,69.682,1,58.642,71.829,0,0,1
task_14,41.889,7,no_tutor,55.325,0,57.307,48.971,1,1,1
task_14,41.889,7,socratic,53.31,0,66.295,54.961,0,1,1
task_14,41.889,7,worked_example,54.26,0,60.827,52.79,0,1,0
task_14,41.889,7,hint_ladder,70.021,1,54.544,67.936,1,0,0
task_14,41.889,7,reflective,60.473,1,62.717,57.497,0,1,1
task_15,8,0,no_tutor,91.691,1,100,89.101,0,0,0
task_15,8,0,socratic,100,1,95.033,97.54,0,0,1
task_15,8,0,worked_example,84.768,1,80.713,82.808,0,0,0
task_15,8,0,hint_ladder,100,1,87.849,93.778,0,0,1
task_15,8,0,reflective,98.196,1,100,95.027,0,0,0
task_15,8,1,no_tutor,94.696,1,87.983,86.626,0,0,0
task_15,8,1,socratic,99.522,1,94.295,95.808,0,0,0
task_15,8,1,worked_example,96.373,1,100,95.215,0,0,0
task_15,8,1,hint_ladder,100,1,100,100,0,0,1
task_15,8,1,reflective,100,1,99.682,98.071,0,0,0
task_15,8,2,no_tutor,86.612,1,81.373,79.056,0,1,0
task_15,8,2,socratic,88.751,1,79.76,86.665,0,0,0
task_15,8,2,worked_example,83.367,1,77.135,82.979,0,0,0
task_15,8,2,hint_ladder,100,1,95.68,90.301,0,1,0
task_15,8,2,reflective,95.216,1,100,100,0,0,1
task_15,8,3,no_tutor,93.719,1,91.513,100,0,0,0
task_15,8,3,socratic,100,1,99.889,100,0,0,0
task_15,8,3,worked_example,95.947,1,92.839,96.896,0,0,1
task_15,8,3,hint_ladder,100,1,80.009,96.86,0,0,0
task_15,8,3,reflective,100,1,100,100,0,0,1
task_15,8,4,no_tutor,89.863,1,88.606,92.335,0,0,0
task_15,8,4,socratic,100,1,100,100,0,0,0
task_15,8,4,worked_example,86.659,1,90.024,83.285,0,0,0
task_15,8,4,hint_ladder,93.245,1,91.298,98.243,0,0,1
task_15,8,4,reflective,96.709,1,100,94.557,0,0,0
task_15,8,5,no_tutor,92.141,1,100,90.719,0,0,0
task_15,8,5,socratic,98.065,1,90.351,91.799,0,0,0
task_15,8,5,worked_example,85.313,1,79.505,82.254,0,0,0
task_15,8,5,hint_ladder,100,1,87.104,100,0,0,1
task_15,8,5,reflective,98.324,1,92.873,100,0,0,0
task_15,8,6,no_tutor,100,1,95.026,97.9,0,0,0
task_15,8,6,socratic,100,1,100,99.356,0,0,0
task_15,8,6,worked_example,100,1,76.922,100,0,0,0
task_15,8,6,hint_ladder,100,1,100,99.882,0,0,0
task_15,8,6,reflective,100,1,97.32,100,0,0,0
task_15,8,7,no_tutor,97.524,1,87.739,99.325,0,0,0
task_15,8,7,socratic,100,1,100,100,0,0,1
task_15,8,7,worked_example,95.368,1,96.233,97.385,0,0,0
task_15,8,7,hint_ladder,100,1,90.277,98.44,0,0,0
task_15,8,7,reflective,93.733,1,95.094,94.362,0,0,1
task_16,84.933,0,no_tutor,8.921,0,3.57,7.8,1,1,1
task_16,84.933,0,socratic,14.636,0,12.242,10.044,1,1,1
task_16,84.933,0,worked_example,11.071,0,31.416,11.164,1,1,1
task_16,84.933,0,hint_ladder,9.621,0,26.046,8.308,1,1,1
task_16,84.933,0,reflective,11.69,0,0,5.1,1,0,1
task_16,84.933,1,no_tutor,11.096,0,11.625,15.794,1,1,1
task_16,84.933,1,socratic,21.937,0,7.494,20.712,1,1,1
task_16,84.933,1,worked_example,14.894,0,9.425,12.012,1,1,0
task_16,84.933,1,hint_ladder,18.072,0,25.871,17.965,1,1,1
task_16,84.933,1,reflective,8.201,0,9.454,4.044,1,1,0
task_16,84.933,2,no_tutor,9.628,0,12.139,12.336,1,1,1
task_16,84.933,2,socratic,12.394,0,18.033,13.03,1,1,1
task_16,84.933,2,worked_example,10.947,0,15.91,15.768,1,1,0
task_16,84.933,2,hint_ladder,18.882,0,9.633,19.309,1,1,1
task_16,84.933,2,reflective,9.74,0,0,13.444,1,1,1
task_16,84.933,3,no_tutor,8.16,0,9.238,6.312,1,1,1
task_16,84.933,3,socratic,12.99,0,30.913,18.087,1,1,1
task_16,84.933,3,worked_example,12.086,0,14.128,9.814,1,1,1
task_16,84.933,3,hint_ladder,16.898,0,12.87,20.566,1,0,1
task_16,84.933,3,reflective,5.238,0,10.388,0,1,1,1
task_16,84.933,4,no_tutor,6.088,0,0,2.381,1,1,1
task_16,84.933,4,socratic,22.609,0,15.3,25.471,1,1,1
task_16,84.933,4,worked_example,10.765,0,18.982,14.856,1,1,1
task_16,84.933,4,hint_ladder,22.224,0,2.488,23.945,1,1,1
task_16,84.933,4,reflective,21.36,0,24.613,21.793,1,1,1
task_16,84.933,5,no_tutor,17.423,0,23.055,18.329,1,0,1
task_16,84.933,5,socratic,23.012,0,17.795,19.382,1,1,1
task_16,84.933,5,worked_example,12.974,0,11.059,12.335,1,1,1
task_16,84.933,5,hint_ladder,17.429,0,20.518,11.614,1,1,1
task_16,84.933,5,reflective,13.526,0,33.623,17.767,1,1,1
task_16,84.933,6,no_tutor,5.542,0,12.355,12.027,1,1,1
task_16,84.933,6,socratic,17.349,0,0,14.616,1,1,1
task_16,84.933,6,worked_example,6.018,0,13.864,6.703,1,1,1
task_16,84.933,6,hint_ladder,15.4,0,0,14.241,1,1,0
task_16,84.933,6,reflective,3.342,0,4.007,1.157,1,1,1
task_16,84.933,7,no_tutor,16.866,0,0,17.531,1,1,1
task_16,84.933,7,socratic,12.776,0,1.042,14.641,1,0,1
task_16,84.933,7,worked_example,7.719,0,4.678,3.455,1,1,1
task_16,84.933,7,hint_ladder,21.991,0,9.346,19.837,1,1,1
task_16,84.933,7,reflective,18.585,0,13.001,17.618,1,1,0
task_17,57.807,0,no_tutor,48.242,0,56.707,42.817,1,1,1
task_17,57.807,0,socratic,61.661,1,68.328,60.206,0,0,0
task_17,57.807,0,worked_example,50.459,0,40.194,57.363,1,1,1
task_17,57.807,0,hint_ladder,60.735,1,60.314,65.139,0,0,0
task_17,57.807,0,reflective,53.52,0,44.561,50.556,1,1,1
task_17,57.807,1,no_tutor,52.88,0,43.257,56.343,1,0,0
task_17,57.807,1,socratic,45.301,0,43.499,46.979,1,1,1
task_17,57.807,1,worked_example,59.967,0,61.3,60.907,0,0,0
task_17,57.807,1,hint_ladder,52.026,0,61.59,53.195,0,1,1
task_17,57.807,1,reflective,47.908,0,33.665,49.659,1,1,1
task_17,57.807,2,no_tutor,54.387,0,42.744,54.071,1,1,1
task_17,57.807,2,socratic,53.747,0,33.729,49.255,1,1,1
task_17,57.807,2,worked_example,52.761,0,54.695,41.544,1,1,1
task_17,57.807,2,hint_ladder,56.257,0,58.924,57.147,0,0,0
task_17,57.807,2,reflective,46.329,0,36.551,42.638,1,1,1
task_17,57.807,3,no_tutor,51.207,0,40.313,51.612,1,1,1
task_17,57.807,3,socratic,63.634,1,52.212,59.379,1,1,1
task_17,57.807,3,worked_example,50.904,0,43.012,44.621,1,0,0
task_17,57.807,3,hint_ladder,55.972,0,61.967,57.92,0,1,1
task_17,57.807,3,reflective,50.85,0,46.756,44.669,1,0,1
task_17,57.807,4,no_tutor,51.533,0,33.373,54.308,1,1,1
task_17,57.807,4,socratic,60.736,1,60.318,62.474,0,0,0
task_17,57.807,4,worked_example,56.307,0,41.123,56.964,1,1,1
task_17,57.807,4,hint_ladder,59.867,0,58.091,62.93,0,0,0
task_17,57.807,4,reflective,48.691,0,51.255,50.243,1,1,1
task_17,57.807,5,no_tutor,41.868,0,17.614,42.661,1,1,1
task_17,57.807,5,socratic,62.002,1,63.235,68.705,0,0,0
task_17,57.807,5,worked_example,63.541,1,56.98,66.249,1,0,1
task_17,57.807,5,hint_ladder,53.93,0,54.935,55.068,1,1,0
task_17,57.807,5,reflective,54.564,0,55.055,51.741,1,1,0
task_17,57.807,6,no_tutor,43.297,0,43.342,51.238,1,1,1
task_17,57.807,6,socratic,54.553,0,68.606,48.449,0,1,1
task_17,57.807,6,worked_example,49.711,0,45.741,52.197,1,1,1
task_17,57.807,6,hint_ladder,57.848,0,55.838,59.476,1,1,1
task_17,57.807,6,reflective,51.196,0,52.268,55.673,1,1,1
task_17,57.807,7,no_tutor,39.988,0,49.472,37.686,1,1,1
task_17,57.807,7,socratic,52.384,0,57.313,53.38,1,1,1
task_17,57.807,7,worked_example,54.982,0,50.848,56.988,1,1,1
task_17,57.807,7,hint_ladder,50.94,0,40.257,39.474,1,1,1
task_17,57.807,7,reflective,48.605,0,43.648,42.893,1,1,1
task_18,51.111,0,no_tutor,48.452,0,46.029,51.323,1,1,0
task_18,51.111,0,socratic,50.867,0,46.144,47.877,1,1,1
task_18,51.111,0,worked_example,39.958,0,32.778,35.859,1,1,1
task_18,51.111,0,hint_ladder,46.595,0,47.107,48.482,1,1,1
task_18,51.111,0,reflective,40.009,0,54.064,33.634,1,1,1
task_18,51.111,1,no_tutor,39.367,0,34.113,40.543,1,1,0
task_18,51.111,1,socratic,50.007,0,71.15,56.625,0,1,1
task_18,51.111,1,worked_example,63.699,1,62.667,64.696,0,0,0
task_18,51.111,1,hint_ladder,43.329,0,47.901,38.77,1,1,0
task_18,51.111,1,reflective,48.638,0,63.922,49.787,0,1,1
task_18,51.111,2,no_tutor,44.72,0,43.266,40.407,1,1,1
task_18,51.111,2,socratic,42.91,0,49.951,37.738,1,1,1
task_18,51.111,2,worked_example,50.006,0,76.247,54.211,0,0,1
task_18,51.111,2,hint_ladder,43.827,0,29.394,41.857,1,1,1
task_18,51.111,2,reflective,47.666,0,57.677,44.29,1,1,1
task_18,51.111,3,no_tutor,41.358,0,46.128,40.428,1,1,1
task_18,51.111,3,socratic,46.186,0,46.44,45.234,1,1,1
task_18,51.111,3,worked_example,51.558,0,66.826,50.584,0,0,1
task_18,51.111,3,hint_ladder,44.755,0,49.377,48.315,1,0,1
task_18,51.111,3,reflective,49.869,0,68.959,51.727,0,1,1
task_18,51.111,4,no_tutor,46.144,0,32.34,41.635,1,1,1
task_18,51.111,4,socratic,54.676,0,57.173,48.973,1,1,1
task_18,51.111,4,worked_example,46.496,0,41.427,46.016,1,1,1
task_18,51.111,4,hint_ladder,41.798,0,49.908,36.086,1,1,0
task_18,51.111,4,reflective,46.718,0,49.663,43.932,1,1,1
task_18,51.111,5,no_tutor,46.153,0,42.95,48.03,1,1,1
task_18,51.111,5,socratic,62.028,1,53.937,62.248,1,0,0
task_18,51.111,5,worked_example,58.393,0,66.318,63.813,0,0,0
task_18,51.111,5,hint_ladder,54.003,0,47.539,53.146,1,1,1
task_18,51.111,5,reflective,50.258,0,42.711,53.435,1,1,1
task_18,51.111,6,no_tutor,46.652,0,53.618,54.89,1,0,1
task_18,51.111,6,socratic,59.932,0,62.943,67.081,0,0,0
task_18,51.111,6,worked_example,51.223,0,50.868,43.44,1,1,1
task_18,51.111,6,hint_ladder,51.19,0,44.77,52.169,1,0,1
task_18,51.111,6,reflective,52.858,0,47.667,54.395,1,1,1
task_18,51.111,7,no_tutor,46.751,0,58.045,53.596,0,1,0
task_18,51.111,7,socratic,48.975,0,25.087,49.596,1,1,1
task_18,51.111,7,worked_example,46.773,0,22.67,37.513,1,1,0
task_18,51.111,7,hint_ladder,45.953,0,50.505,46.79,1,1,1
task_18,51.111,7,reflective,44.503,0,41.601,42.043,1,1,1
task_19,74.314,0,no_tutor,29.364,0,38.014,38.746,1,1,1
task_19,74.314,0,socratic,34.489,0,28.003,29.741,1,1,1
task_19,74.314,0,worked_example,32.862,0,12.081,35.23,1,1,1
task_19,74.314,0,hint_ladder,31.926,0,47.541,40.551,1,1,1
task_19,74.314,0,reflective,25.635,0,16.083,20.991,1,1,1
task_19,74.314,1,no_tutor,36.111,0,22.126,36.79,1,0,1
task_19,74.314,1,socratic,45.447,0,29.441,37.99,1,1,0
task_19,74.314,1,worked_example,40.81,0,22.448,39.82,1,1,1
task_19,74.314,1,hint_ladder,29.859,0,54.221,31.252,1,1,1
task_19,74.314,1,reflective,29.788,0,24.857,27.219,1,1,1
task_19,74.314,2,no_tutor,26.374,0,32.223,24.514,1,1,1
task_19,74.314,2,socratic,36.374,0,38.553,41.546,1,1,0
task_19,74.314,2,worked_example,39.864,0,38.019,33.933,1,1,1
task_19,74.314,2,hint_ladder,37.148,0,38.685,35.468,1,1,1
task_19,74.314,2,reflective,23.644,0,12.971,18.437,1,1,1
task_19,74.314,3,no_tutor,41.761,0,52.744,42.332,1,1,1
task_19,74.314,3,socratic,36.391,0,21.827,30.918,1,1,1
task_19,74.314,3,worked_example,43.515,0,34.095,47.313,1,1,1
task_19,74.314,3,hint_ladder,50.681,0,44.56,59.352,1,1,1
task_19,74.314,3,reflective,26.31,0,13.294,30.083,1,1,0
task_19,74.314,4,no_tutor,25.012,0,34.63,31.962,1,0,1
task_19,74.314,4,socratic,36.799,0,29.771,42.666,1,0,1
task_19,74.314,4,worked_example,33.359,0,49.959,41.249,1,1,1
task_19,74.314,4,hint_ladder,36.828,0,45.594,32.51,1,1,1
task_19,74.314,4,reflective,29.114,0,29.457,23.525,1,1,1
task_19,74.314,5,no_tutor,31.298,0,20.112,32.226,1,1,1
task_19,74.314,5,socratic,52.775,0,37.166,56.373,1,1,1
task_19,74.314,5,worked_example,37.781,0,30.914,36.34,1,0,1
task_19,74.314,5,hint_ladder,48.865,0,45.184,49.825,1,1,0
task_19,74.314,5,reflective,29.192,0,25.617,29.547,1,1,1
task_19,74.314,6,no_tutor,21.795,0,18.664,18.846,1,1,1
task_19,74.314,6,socratic,32.963,0,10.632,31.838,1,1,1
task_19,74.314,6,worked_example,34.266,0,36.784,36.966,1,1,1
task_19,74.314,6,hint_ladder,28.809,0,25.667,26.555,1,1,1
task_19,74.314,6,reflective,19.307,0,22.923,18.505,1,1,1
task_19,74.314,7,no_tutor,30.972,0,56.085,31.488,1,1,1
task_19,74.314,7,socratic,45.646,0,53.793,42.336,1,1,1
task_19,74.314,7,worked_example,33.382,0,25.071,31.504,1,1,1
task_19,74.314,7,hint_ladder,43.213,0,47.088,43.95,1,1,1
task_19,74.314,7,reflective,31.79,0,20.719,26.813,1,1,0
task_20,39.478,0,no_tutor,57.021,0,61.872,51.759,0,1,1
task_20,39.478,0,socratic,61.329,1,56.517,56.626,1,1,1
task_20,39.478,0,worked_example,57.26,0,52.502,60.241,1,0,0
task_20,39.478,0,hint_ladder,72.354,1,68.335,75.742,0,0,0
task_20,39.478,0,reflective,64.526,1,48.824,54.129,1,1,1
task_20,39.478,1,no_tutor,53.777,0,53.153,46.239,1,1,0
task_20,39.478,1,socratic,66.592,1,47.038,63.697,1,0,0
task_20,39.478,1,worked_example,54.219,0,65.38,55.547,0,1,0
task_20,39.478,1,hint_ladder,76.398,1,61.761,71.605,0,0,0
task_20,39.478,1,reflective,68.213,1,70.315,66.37,0,0,0
task_20,39.478,2,no_tutor,59.766,0,44.518,50.231,1,1,1
task_20,39.478,2,socratic,59.789,0,66.524,64.091,0,0,1
task_20,39.478,2,worked_example,66.31,1,82.348,70.78,0,0,1
task_20,39.478,2,hint_ladder,73.537,1,81.64,67.957,0,0,1
task_20,39.478,2,reflective,62.908,1,41.541,54.143,1,1,1
task_20,39.478,3,no_tutor,55.174,0,61.285,58.391,0,1,0
task_20,39.478,3,socratic,65.285,1,53.806,60.432,1,0,0
task_20,39.478,3,worked_example,54.016,0,47.142,54.576,1,1,0
task_20,39.478,3,hint_ladder,72.017,1,73.779,75.516,0,0,1
task_20,39.478,3,reflective,59.265,0,54.186,58.572,1,1,0
task_20,39.478,4,no_tutor,61.006,1,46.342,55.744,1,1,1
task_20,39.478,4,socratic,70.884,1,88.687,73.71,0,0,0
task_20,39.478,4,worked_example,65.244,1,79.401,62.543,0,1,0
task_20,39.478,4,hint_ladder,77.778,1,90.272,75.293,0,0,0
task_20,39.478,4,reflective,67.825,1,73.16,67.367,0,0,0
task_20,39.478,5,no_tutor,55.111,0,53.213,56.568,1,1,1
task_20,39.478,5,socratic,66.091,1,73.733,64.443,0,0,0
task_20,39.478,5,worked_example,45.07,0,41.743,44.098,1,1,1
task_20,39.478,5,hint_ladder,59.009,0,60.303,59.901,0,1,0
task_20,39.478,5,reflective,62.936,1,57.383,57.711,1,1,1
task_20,39.478,6,no_tutor,55.402,0,41.15,52.482,1,1,1
task_20,39.478,6,socratic,64.88,1,57.475,60.425,1,0,0
task_20,39.478,6,worked_example,58.643,0,69.893,59.629,0,0,0
task_20,39.478,6,hint_ladder,72.728,1,74.735,67.118,0,0,0
task_20,39.478,6,reflective,65.195,1,43.325,66.026,1,0,0
task_20,39.478,7,no_tutor,61.495,1,69.382,62.172,0,0,1
task_20,39.478,7,socratic,69.004,1,57.797,71.139,1,0,1
task_20,39.478,7,worked_example,65.87,1,55.287,70.837,1,0,0
task_20,39.478,7,hint_ladder,74.329,1,87.664,83.653,0,0,0
